content,category
Mijn fractie heeft al een voorstel ingediend.,UFS
Bovendien moeten wij er nog rekening mee houden dat de illegale migranten de tentenkampen van Calais zullen verlaten.,NFS
Ik heb gemerkt dat dit bij mijn collega’s goed ontvangen is en dan druk ik mij nog zacht uit.,NFS
"Collega’s, de conclusie is duidelijk.",NFS
" Mijnheer de minister, tussen al het gegoochel met cijfers door is het belangrijk om één ding mee te geven aan een aantal glunderende collega’s: dit is eigenlijk een nuloperatie",NFS
Mijn diensten zijn daaraan aan het werken en wij zullen het zo snel mogelijk kenbaar maken als wij eruit zijn.,NFS
"Dat soort expertise uitbesteden is gevaarlijk, al is professionalisering noodzakelijk.",NFS
Assad heeft de groei van IS aangemoedigd om zijn rol ten aanzien van die groepering te rechtvaardigen en om bondgenoten te vinden.,CFS
"Mijnheer de minister, wij werden geconfronteerd met het nieuws dat duizenden verkeersboetes, hoofdzakelijk flitsboetes, niet wettelijk zouden zijn.",CFS
"Wij vragen in die werkgroep transparantie over alle mandaten en vergoedingen van Parlementsleden en van personen met uitvoerende mandaten, zoals burgemeesters en schepenen.",NFS
U vraagt hoe een en ander is berekend.,NFS
"Wat mij betreft, kunnen de waterpolomeisjes niet in de kou blijven staan.",NFS
"Er wordt gesteld dat we aan zelfcontrole moeten doen, maar dat werkt niet.",NFS
Vroeg of laat begint en eindigt elke constructie met oprichters.,NFS
"Daar heb ik echt wel problemen mee omdat ik meen dat Rusland, Poetin, op dit moment op geopolitiek vlak een bondgenoot kan zijn tegen die ene echte grote bedreiging, namelijk die van het islamitisch radicalisme en terrorisme, tegen terreurstaten zoals het kalifaat van IS in Syrië en Irak.",NFS
"Het is misschien ook nogal opvallend dat op dit moment vanuit de Verenigde Staten de vermaaksector wordt meegenomen, maar dat in het dossier voor het overige geen industriëlen zitten.",NFS
De minister slaagt erin om zowel een positieve impact als geen impact aan te kruisen.,NFS
Vorig jaar heb ik aan uw voorgangster gevraagd hoe het zat met het mogelijk tekort aan luchtverkeersleiders.,UFS
"Uw voorganger, minister Borsus, vroeg een impactstudie daarover aan.",UFS
Ik meen dat wij heel dicht bij mekaar zitten.,NFS
"Ik meen dan ook dat er dringende bijkomende ondersteuning nodig is, en een beleid dat zulke investeringen effectief aanmoedigt.",NFS
Ik meen dan ook dat die mensen hun werk doen en misschien nog meer bijdragen aan het debat over fiscale rechtvaardigheid dan deze parlementaire meerderheid.,NFS
Na de verhalen over de bijklussende “kabinettards” op Financiën zou dat wel nuttig zijn.,NFS
In de context van de nieuwe Oost- Westverhoudingen moet de Europese Unie haar lot in eigen handen nemen om hulp te verlenen aan de volkeren en de eerbiediging van de mensenrechten af te dwingen.,NFS
"Doordat België zijn volledige monetaire soevereiniteit aan het Europese niveau heeft overgedragen, ligt het laatste woord over de taken die de Nationale Bank van België op zich neemt, bij de Europese Centrale Bank.",CFS
"Als die controles geen gevolg kunnen krijgen wegens een procedureprobleem, dan moeten wij daarop heel snel een antwoord bieden.",NFS
Dat maakt het onder andere mogelijk om een aantal regionale spoorprioriteiten te realiseren.,UFS
"Wanneer u de vragen die ik u gesteld heb over de regering niet gaat aannemen, wanneer u niets gaat doen aan de politieke vernieuwing, wanneer u niet gaat werken aan de transparantie, dan moet u niet zeggen dat mevrouw Wouters een demagoog is of dat ik een demagoog ben.",NFS
"Al die werknemers, waaronder vele mensen van het ACV, mijnheer de minister, hadden over die minister gehoord en wisten ook over wie het ging.",UFS
"Mijnheer de voorzitter, mijnheer de plaatsvervangend minister van Energie, bedankt om vandaag te antwoorden in naam van minister Marghem.",NFS
"Ten derde – deze opmerking is cruciaal –, wanneer we extra rechten geven aan slachtoffers in de vorm van vertaling en tolken, dan moeten we er ook voor zorgen dat er voldoende tolken ter beschikking zijn en dat zij voldoende en tijdig worden vergoed.",NFS
Wij moeten elkaar wel goed verstaan.,NFS
Vandaag vindt er een Europese Top plaats.,UFS
"De strijd is nog niet gestreden en gaat nog een hele tijd verder, maar er worden op het terrein resultaten geboekt, zo’n goede resultaten zelfs dat andere gemeentebesturen uit het Brusselse komen vragen om aan te sluiten bij het Kanaalplan.",NFS
"Nu komt daar een heel belangrijk signaal bovenop, met name het signaal van de Duitse regering.",NFS
Dit soort incidenten kan onze bilaterale relaties ernstige schade toebrengen.,NFS
"Wij zijn 30.000 jobs misgelopen, jobs die wel in onze buurlanden werden gecreëerd",CFS
"Als men lang genoeg graaft, dan zal blijken dat elke constructie eindigt met mensen die daarvan uiteindelijk profiteren, in de meest brede zin van het woord.",NFS
"In elk geval, het ei is gelegd.",NFS
"Mijnheer de minister, de jobs vliegen letterlijk weg uit Zaventem naar het buitenland.",NFS
Ik ben ervan overtuigd dat ik een heel afdoend en efficiënt antwoord zal krijgen van de minister van Justitie.,NFS
"De bijzondere commissie Panama Papers beveelt aan de vereisten van dubbele incriminatie in het begrip ""bijzondere mechanismen"" te doen vervallen.",CFS
"De voorbije 50 jaar hebben de mensenrechten altijd centraal gestaan in ons buitenlands beleid, of het nu onder centrumlinkse of centrumrechtse regeringen was.",CFS
Ik zal u eerst zelf het antwoord op mijn vraag geven.,NFS
U hebt ze toch op voorhand uitvoerig met haar besproken.,NFS
Voor de kraamafdeling van Lobbes werden er 330 bevallingen per jaar geregistreerd en in de kraamafdeling van Nijvel werd die norm ook niet gehaald.,CFS
Kijk in uw binnenste en oordeel zelf wat kan en niet kan.,NFS
Wij zouden beide rapporten naast elkaar laten bestaan.,NFS
Minister Vandeput noemt de Russische insinuaties desinformatie die wellicht bedoeld is om de internationale coalitie tegen Daesh uit elkaar te spelen.,CFS
"U herinnert zich allemaal halfweg deze zomer, eind juli, het triomfalisme op alle regeringsbanken.",NFS
"Daar niet de nodige consequenties aan koppelen, dat is het faillissement van uw partij.",NFS
De uitdaging in de e-commerce is vandaag de flexibiliteit op de arbeidsmarkt,NFS
"Kom hier dan niet zeggen dat er in de aanbevelingen internationale afspraken werden opgenomen, want dat klopt niet.",CFS
Nochtans is Zaventem de tweede economische motor van Vlaanderen.,CFS
Het geld voor Samusocial moet gaan naar de opvang van daklozen en niet naar de uitbetaling van riante vergoedingen.,NFS
"Het is absoluut onlogisch dat een grote infrastructuurinvestering, die gedurende jaren economische en maatschappelijke voordelen biedt, in een boekhoudjaar moet worden opgenomen.",NFS
Het gaat overigens niet om de individuele vluchtschema’s van onze F-16’s; dat wil ik toch ook maar eens zeggen.,UFS
Die kaaiman is er één waarvan de tanden maand na maand of kwartaal na kwartaal groeien.,NFS
Al sedert 2002 is het verplicht om genoeg informatie aan de patiënt te geven.,CFS
"Ten tweede, samen met de juridische dienst van de Commissie stelt DG MOVE een preclosure letter op, waarin het aangeeft de intentie te hebben de procedure te beëindigen en daarvoor argumenten aanreikt.",CFS
"Men moet daar niet iets inschrijven waarvoor men op Europees vlak geen voet heeft om op te staan, een paar ideologische zinnen of zo.",NFS
"Mijnheer de vice-eersteminister, de jongste jaren waren geen evidente tijden voor de Europese Unie.",NFS
"In Die Welt heeft Europees commissaris voor Veiligheid King laten weten dat de herovering van Mosoel, in Irak, kan leiden tot de terugkeer van vele gewelddadige IS-strijders.",CFS
Het is mijn vaste overtuiging dat België zijn historische rol van trekker aan de kar moet spelen.,NFS
Dat zou een coherente visie zijn om de mobiliteit en de luchtkwaliteit in ons land op een positieve manier aan te pakken,NFS
Er is zoiets als die magische 15%-drempel.,NFS
"Een aantal ondernemingen en personen, zoals u, zijn hieromtrent zeer actief en houden de zaak in de media.",NFS
Minister Gatz stelt bijvoorbeeld dat bepaalde jongeren graag nog meer rellen willen.,CFS
Het zou over een onderzoeksrechter gaan.,UFS
"Hij bereidt zich blijkbaar al volop voor op een megaconclaaf, een superministerraad na onze nationale feestdag, op 23 juli.",UFS
"Stellen, als land, dat die competitie is wat zij is, is zeer egocentrisch, in elke lidstaat.",NFS
"Ik hoop dat u daarmee nu stopt, dat u eindelijk hebt aangegeven dat dit voorbij is, dat die tijd achter de rug is.",NFS
Doe gewoon wat internationaal is afgesproken.,NFS
"Wat een woede, wat een teleurstelling bij de werknemers van dit land: het sociale gelaat van deze regering had durven zeggen dat wij in dit land allemaal boven onze stand leven!",NFS
"Vorig jaar heb ik ook reeds een mondelinge vraag ter zake gesteld en toen zei ik: “Paris vaut bien une messe.” Nu moeten we klaar en duidelijk durven stellen: “Paris vaut bien une messe, Marrakech aussi.",NFS
"Nee, u gaat een keuze maken en u zegt dat met één geval uw geweten eigenlijk op een selectieve manier gesust is.",NFS
Ik wens toch te beklemtonen – dat is van het allergrootste belang – dat wij ervoor moeten zorgen dat de lange arm van Erdogan onder geen enkel beding kan grijpen tot in onze steden en onze gemeenten.,NFS
"Mijnheer de minister, niet interveniëren om escalatie te vermijden en met het idee om de relschoppers te verdrijven richting Zuidstation omdat daar een andere politiezone begint, dat is waanzin.",NFS
"Dit alles, mijnheer de minister, gebeurde op nog geen 14 dagen tijd.",UFS
"De doelstelling kan niet zijn de overlast doen verdwijnen, de doelstelling moet zijn om in een stad als Antwerpen ervoor te zorgen dat drugs uit den boze zijn, voor zover dat kan in deze maatschappij.",NFS
Wij weten dat onze luchthavens op dit moment klap na klap na klap krijgen.,NFS
"Indien het positief geëvolueerd wordt, kan dit project uitgerold worden over het hele grondgebied.",NFS
"Een tweede anomalie zijn de Eurostatregels voor alternatieve financieringsmechanismen, publiek-private samenwerkingen en dergelijke.",NFS
Mijn vermoeden blijkt juist te zijn.,NFS
U heeft ervoor gekozen de realiteit van de Franstaligen te negeren en geen enkele andere minister had daar iets op aan te merken.,NFS
"Men moet tevens blijven kijken naar de veiligheid, wat ook impliceert dat men rechtdoor vliegt en geen onnodige bochten maakt.",NFS
"Ik sta open voor een debat over de mogelijkheid om die periode nog meer te beperken, maar daarbij moet een onderscheid worden gemaakt tussen de verschillende sectoren: in de informatica, de chemie en de industrie is detachering cruciaal voor onze bedrijven.",NFS
Ik hoop dan ook dat deze regering daar nu voluit voor gaat.,NFS
Werk maar eens bij Nike!,NFS
"Poetin praat ook met Assad, terecht.",NFS
De maatregel veronderstelt een simpel koninklijk besluit.,CFS
De burgemeester van het oostelijke deel van Aleppo is Brussel.,NFS
"Nee, men heeft dat beeld niet.",NFS
Dat heeft zijn vruchten afgeworpen.,NFS
"Daarom vraag ik aan de regering en aan de leden van de commissie Politieke Vernieuwing, beste collega’s van N-VA en andere partijen, laten wij die wet goedkeuren, zodat wij alles openbaar maken.",NFS
"U geeft het toe, het is vooral een politieke strategie die gevolgd wordt, deze van de afschrikking ten opzichte van Rusland.",NFS
Voor het onderdeel Mobiliteit heeft onze commissie negen aanbevelingen geformuleerd.,CFS
De in de economische wereld aangeprezen deregulering is niet op haar plaats in milieuaangelegenheden.,NFS
"Wij hebben wegpolitie, maar die moet heel veel hulp vragen aan de lokale politie.",CFS
"Mijnheer de voorzitter, ik wil daar heel kort op ingaan.",NFS
Het is een beetje grappig geworden,NFS
Volgens het meest recente jaarverslag zou men in 2019 uitkomen op 2 352 overtollige artsen voor de Franse Gemeenschap en in 2020 op 2 758,CFS
Zelfs VOKA gaat voor de kernuitstap.,CFS
"U weet dat wij een beleid voeren dat erop gericht is om imams, eerder dan ze te importeren, in eigen land op te leiden.",UFS
De eerste is een directe aanleiding.,CFS
"Mijnheer de voorzitter, mevrouw de minister, ik heb u graag, maar ik blijf toch op mijn honger zitten.",NFS
"Ten derde, de budgettaire opbrengst is nog steeds niet gedetailleerd per deelproject.",NFS
"Mijnheer de voorzitter, mijnheer Calvo, ik dank u voor uw vraag en voor uw vriendelijke woorden.",NFS
"Zeker voor Belgen in het buitenland zou dat een oplossing zijn omdat men zich nu moet verplaatsen, met alle kosten die daarmee gepaard gaan van dien.",CFS
Dat is ook de vraag die deze regering zich stelde bij de opmaak van het regeerakkoord in 2014.,UFS
"Daar staat dat de 38-urenweek moet worden geannualiseerd, op jaarbasis gespreid.",CFS
"Als de zaken goed in kaart worden gebracht, kunnen wij zien wie de uiteindelijke natuurlijke personen zijn die er baat bij hebben.",NFS
De bedoeling was een efficiëntere samenwerking tussen de zorgverleners en de ziekenfondsen en het tegengaan van het onrechtmatig gebruik van de nomenclatuur.,NFS
De bevoegde minister zei in antwoord op een vraag dat hij daarvoor niet bevoegd is.,CFS
De Overeenkomstencommissie ging daarmee akkoord.,CFS
In 2000 zeiden de politiemensen al dat de jeugdbendes bezig zijn met de straat over te nemen.,CFS
Dat is dus uw bevoegdheid.,NFS
"Het is logisch, als dat met belastinggeld gebeurt, dat het niet de ambitie moet zijn om die participatie te handhaven",NFS
Daar doe ik dus niet aan mee!,NFS
"U doet dat niet, maar u komt het uit onze zakken halen.",NFS
De politie kijkt ernaar en houdt niemand aan.,NFS
"Er is een nieuwe wet inzake de rendementsgarantie voor de tweede pijler en de minimumpensioenen zijn verhoogd, signed, sealed and delivered.",CFS
Daarnaast speelt ook de talrijke aanwezigheid en de invloed van mensensmokkelaars in het kamp een rol.,CFS
"Mijnheer de staatssecretaris, eind 2012 heeft het Parlement de antidiscriminatiewet goedgekeurd waardoor het voor ambtenaren van de Sociale Inspectie mogelijk is om wanneer zij misbruik vaststellen de sociale inhoudingen te doen betalen door de werknemers die hier werken door misbruik van de detacheringrichtlijn.",CFS
"Ten tweede, vorige week ging het hier over uitwijzingen naar Soedan.",UFS
Dat is ook een mogelijkheid.,NFS
België slaat een belabberd figuur in een domein waarin het uitblonk.,NFS
"Zo komt men tot een bedrag van 1,4 miljard euro.",CFS
"Ik zou willen vragen uw meerderheid instructies te geven, zodat de inhoudelijke besprekingen in de commissie Panama Papers kunnen worden hervat.",NFS
"Er moet beter gedaan worden, en dat zal enkel kunnen als wij meer investeren in fiscale expertise en als de toezichthouder efficiënter samenwerkt met de belastingadministratie.",NFS
